r_mean,g_mean,b_mean,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,grad_mean,grad_std,label
168.9170,175.3002,169.6004,198.9187,222.9372,216.3753,186.3683,156.0623,150.3956,144.2484,129.5569,115.6945,207.5673,218.6950,218.8689,178.4818,160.8703,183.7939,139.2626,125.9709,144.1835,218.2553,226.7190,224.3593,168.8995,143.7290,170.9971,132.8786,115.6107,125.1045,0.042792,0.068627,2
184.8395,184.0212,183.1425,193.3668,190.4846,192.1270,229.0961,208.5777,229.1930,136.6243,141.7513,142.3959,182.4427,192.5375,183.5016,226.5946,213.5716,227.6167,140.8052,143.3741,145.7173,179.7840,191.3314,184.3067,226.1742,211.4897,227.4068,140.4632,140.4553,146.8310,0.025556,0.048540,2
139.5245,151.1573,124.2405,178.2568,175.5238,158.3812,124.9373,118.9901,79.0023,160.8148,156.8587,105.5418,180.2676,167.0302,158.3780,156.1926,131.3033,124.6584,176.3991,141.6902,126.3906,159.7685,132.1910,146.1693,134.7798,98.4896,88.8403,164.5607,114.0826,81.8165,0.078750,0.074332,2
93.7532,103.7971,75.3200,115.7092,146.5543,65.8467,82.7170,153.5937,80.4497,55.2010,90.2407,53.9442,129.1249,150.3491,80.9605,102.2351,168.0514,108.7969,57.1425,84.9644,53.1297,36.8323,138.0094,34.2309,42.3924,179.6841,87.3297,36.6658,85.6255,35.3445,0.082477,0.076871,2
109.5317,107.2986,99.8680,133.4372,108.3948,109.8573,118.4881,113.9250,120.7744,122.4714,67.3359,92.6210,122.0803,114.3291,94.8960,120.1987,95.6491,139.4829,105.5733,82.6479,91.9933,118.2247,101.8949,104.0999,127.5453,85.2348,141.5545,65.4758,79.6005,76.8513,0.074445,0.073880,2
188.1197,197.5277,188.8344,203.1523,214.7032,205.1966,231.1664,193.8926,220.2805,161.9200,116.8992,146.5069,202.8646,217.9956,211.3304,230.4810,227.3759,229.9459,160.9469,151.3813,146.0599,201.9548,215.1588,208.7583,228.2305,198.7021,225.7225,156.8413,120.9505,143.7620,0.027136,0.055576,2
105.6818,107.2416,98.8777,131.9868,118.7603,94.8327,122.0336,126.9209,89.5441,73.1710,114.7490,80.6465,134.0112,123.7456,96.7151,121.1032,146.6142,82.4644,72.2455,120.1716,70.1121,147.8901,117.3190,43.1800,130.6835,156.2719,38.2845,80.4585,129.6951,49.8513,0.070399,0.078941,2
188.1459,189.1867,189.0301,194.7844,200.7588,199.1596,233.3609,239.6831,189.8794,140.3102,147.9909,147.8729,189.6052,204.4201,194.2591,232.5525,243.0573,192.8409,145.3342,150.7643,150.1217,189.2291,204.5719,195.9727,232.2661,242.3359,192.5347,146.9696,149.5994,148.1231,0.024478,0.048613,2
136.8506,135.8048,131.3557,216.6157,222.7617,104.8655,178.1219,213.0555,91.8635,78.0403,80.6667,46.4943,202.7612,211.9998,91.8819,171.9968,211.2024,105.1408,80.7789,84.8116,62.3115,185.6958,195.3915,85.8858,164.8685,206.2812,94.8373,88.0732,91.6022,70.1598,0.047477,0.062986,2
179.8992,159.2782,124.4231,250.9186,174.2444,182.9905,218.8401,200.8975,176.2273,106.7941,159.0152,149.6568,244.8739,181.4994,169.7657,208.3259,202.2632,169.4991,89.7194,88.8156,79.6098,225.1564,123.2356,157.5927,160.9392,174.7489,164.5155,48.4582,36.6295,29.3489,0.042349,0.056295,2
110.7586,121.8455,119.4624,76.6708,122.2570,82.5922,65.2907,116.8635,176.4707,102.8181,95.5928,157.5949,103.5149,143.3822,106.8862,80.2443,126.7611,176.3517,106.4341,98.0451,154.8336,100.3349,150.5054,103.1284,56.9411,120.7627,181.8245,108.0395,98.2872,155.2795,0.034887,0.052081,2
121.1455,134.1702,121.9675,115.8735,79.9291,92.6845,107.8219,82.9168,157.7520,144.7260,124.6803,183.9920,122.9803,113.6299,132.4085,113.1338,98.2549,169.4363,145.8457,126.2117,185.3565,108.6962,88.8952,111.5664,100.1611,78.6152,172.3848,140.0546,118.0840,179.0237,0.042504,0.058865,2
190.3899,198.6063,191.2427,216.4267,250.0181,205.8369,229.7297,187.8275,231.3655,155.6190,96.4284,140.6656,216.1256,250.3355,223.2422,229.4918,217.4818,232.0516,155.2364,122.4566,141.1025,215.0339,250.0649,214.6540,229.0091,192.1314,230.2761,152.6710,99.8046,137.8457,0.022712,0.050469,2
158.9245,117.3235,104.7719,183.1334,181.8423,201.3394,104.6425,151.6741,190.3966,153.6441,98.8533,165.4789,127.1322,138.0477,146.7782,73.9741,92.3202,167.5844,112.9824,65.9690,131.3798,104.4266,125.7317,108.4295,67.1925,97.3939,167.5377,99.9177,49.9667,122.0630,0.055506,0.065215,2
115.0657,115.9152,92.7341,84.2159,163.3191,92.2778,109.1458,107.5327,113.5029,116.4965,124.9324,123.6967,102.1449,163.2961,98.9581,141.5267,87.1036,103.4112,118.1980,115.7209,113.0654,60.1804,151.3758,61.0859,103.2382,85.5612,60.9789,102.3290,111.3315,98.3597,0.041823,0.056348,2
122.9238,122.6024,118.9919,166.6603,146.8635,174.7778,101.3110,129.0068,146.9205,73.7190,90.7977,75.8963,163.3507,146.2735,179.2167,89.9356,122.5171,152.4258,78.1915,93.6601,77.3666,158.9961,135.3670,171.0802,71.7955,114.4402,150.5399,84.9295,99.4113,83.8176,0.068490,0.082241,2
91.0427,94.0466,107.6513,65.6531,82.7050,64.6075,124.5293,126.5396,104.9651,93.9774,79.8763,75.9708,70.0685,84.1619,62.6604,122.1165,143.7631,102.1237,102.5864,79.7095,78.6352,85.8446,102.4874,74.7936,145.2009,172.6919,119.5708,103.0614,85.6752,78.9818,0.057988,0.059881,2
182.6145,190.9937,185.3140,184.1970,189.4803,173.7693,235.6572,176.2641,218.9054,182.3413,124.0708,158.7688,184.4192,190.2019,176.7359,235.8726,205.7090,217.8423,182.5638,163.2336,162.3814,185.7495,191.9020,178.2481,235.7318,181.9261,215.5992,182.8959,136.4333,159.3899,0.022562,0.052460,2
179.4817,171.6755,115.7078,216.2896,158.5932,179.9317,204.0211,190.3904,200.0173,213.6305,144.0448,110.0075,151.3293,167.9467,155.2933,164.1968,222.9037,176.4363,139.4046,196.5725,169.3912,146.2937,123.5908,116.0776,63.9241,121.6045,60.4136,106.4151,116.8000,186.6133,0.053959,0.065023,2
195.4179,201.7473,195.9302,178.8391,184.8859,169.4667,235.2243,184.6736,218.8395,220.6121,170.1017,195.4112,179.1609,185.7051,171.9556,235.4267,204.0057,217.7376,220.9043,202.1662,197.7509,180.4776,187.2401,173.3791,234.9031,184.5345,215.9276,221.3391,170.4181,194.5298,0.017058,0.037796,2
173.6163,175.4712,171.1593,248.4469,234.1616,190.7214,236.8728,199.4211,152.6225,92.4199,84.1078,124.5313,248.7817,234.5041,176.8515,237.8264,198.1490,123.4071,174.7025,113.1441,73.6733,247.1295,232.1283,171.1605,234.1505,197.1694,123.6306,158.5217,103.0906,75.1366,0.027276,0.061590,2
118.7373,123.8653,115.8146,136.7706,155.3856,174.5475,50.5508,138.5920,166.7203,32.5895,74.2061,139.6611,117.0116,138.8318,146.8204,141.1049,126.7640,142.2347,116.3297,69.1504,117.2016,102.5381,132.6180,125.6514,146.5373,126.1069,114.0389,116.0916,74.4467,104.8093,0.054058,0.071966,2
75.1266,82.0165,85.9759,108.1630,77.6120,91.5056,81.6846,68.5565,71.4981,53.0100,63.9939,61.3779,125.4057,132.0218,93.3641,82.9849,68.0728,58.5120,50.6911,58.8056,70.5477,140.7934,144.4465,75.2136,77.1322,68.7640,64.7621,61.1397,62.7875,81.0616,0.079165,0.079507,2
79.5415,72.4693,66.6218,106.5203,75.0541,73.0575,110.6700,45.0061,40.6335,114.0759,102.1522,50.2235,91.4652,69.1405,62.9077,95.3538,40.7605,60.8136,68.7776,79.4735,84.1471,82.2895,65.8015,70.8457,72.5039,28.0119,43.2061,62.2145,88.8642,86.4301,0.069363,0.070645,2
136.8028,141.3807,175.2462,193.3895,186.7962,205.3935,82.3665,54.9556,111.9568,152.7175,74.3074,171.9090,193.3592,183.7040,201.8823,90.2980,66.9492,122.1968,156.8461,83.0222,176.4416,192.8703,172.2822,202.8359,148.3528,139.1858,181.2830,187.5816,146.3483,207.0770,0.036494,0.081846,2
116.6324,110.6687,108.1278,107.5516,156.1309,202.9652,91.9886,135.2301,119.3669,145.6535,37.1496,55.9301,96.6045,157.1029,195.5333,79.5597,139.4408,105.5320,118.9476,55.7192,49.4344,98.6804,144.8977,194.8239,72.8916,128.0096,91.0915,105.9527,84.8944,53.5667,0.050952,0.081907,2
117.3306,119.1522,125.2847,195.9487,176.2570,178.4361,100.2324,74.5464,74.9309,108.6130,73.8516,73.8630,196.3292,181.7930,179.0155,108.3789,81.9777,73.2177,103.7754,73.8288,74.7341,202.9855,193.1891,179.6756,113.7504,86.2710,78.3639,106.4703,82.4897,84.9985,0.052343,0.065653,2
182.0795,191.8482,187.3033,201.2253,184.6550,201.6517,175.6062,151.1507,219.8805,159.1143,147.3421,198.7733,202.9175,198.6841,206.7105,185.3143,190.2933,220.9339,164.8522,160.0981,197.1829,209.1724,191.1412,214.6803,184.0789,152.2328,223.8629,163.6965,143.4709,204.3832,0.034288,0.049154,2
242.0158,237.4218,219.8268,254.6145,228.0948,255.0000,255.0000,199.6766,255.0000,255.0000,221.4235,255.0000,254.3992,220.3229,255.0000,255.0000,177.9404,255.0000,255.0000,210.0587,255.0000,253.5115,184.5297,254.9998,255.0000,98.8804,255.0000,255.0000,168.3481,255.0000,0.007650,0.034391,2
170.3100,171.3864,155.4370,184.9346,165.8676,198.4346,171.6201,60.2491,183.3728,232.0808,136.1997,202.0920,183.9614,160.1133,193.1395,175.4991,69.9080,185.3328,232.6574,140.6736,203.0557,156.4548,98.1724,164.8087,171.3578,60.0045,181.9795,231.4161,134.7109,201.2611,0.020811,0.057055,2
128.1218,143.5003,71.4665,106.1475,142.4066,126.5155,129.9490,231.5853,109.0774,117.5794,152.3796,36.6854,138.4900,166.1297,146.0863,151.4797,231.0074,111.9884,129.0504,151.0411,66.2565,96.0353,106.3263,108.7516,74.1588,74.8204,43.6091,60.0301,40.7211,40.3645,0.044483,0.068133,2
219.2531,198.5936,146.1466,224.7529,215.7016,229.1475,226.4655,220.7311,241.1645,203.4872,204.3878,207.5311,218.8296,212.8163,222.2944,198.8844,176.4085,216.3427,183.3580,166.6743,192.6167,206.7823,206.4399,211.3229,123.9101,57.9226,158.1540,130.7096,57.2562,165.7747,0.027614,0.057698,2
222.9190,222.4058,189.6849,248.4902,203.7864,252.1235,253.0981,223.0899,253.6116,200.3213,172.8825,199.3099,247.4207,185.7222,250.2598,252.2450,190.3797,253.0832,223.6777,176.9472,222.6652,243.5751,115.7338,243.3832,247.4127,34.0086,250.9160,235.8739,103.5104,234.8543,0.017641,0.051145,2
165.1074,156.2863,66.4350,174.9505,216.7191,162.0822,146.2162,247.1169,144.8605,92.2162,194.0159,110.2300,157.4589,192.3603,145.8423,134.2789,226.0164,134.9419,103.5782,194.9813,118.9442,88.8059,48.8269,84.8694,70.6136,6.4153,78.3669,78.8434,44.9325,95.2956,0.038161,0.044876,2
233.8893,231.6741,182.5061,253.6193,249.6125,253.1460,253.9328,245.6369,251.8499,208.2193,183.6107,206.3038,253.0472,244.9309,250.7290,253.8242,240.4756,246.3261,208.1894,182.2387,206.3038,235.5004,186.0185,230.7290,223.8684,36.8072,199.9594,203.8609,122.5467,206.3040,0.013235,0.055434,2
118.2634,115.0121,67.2886,43.4082,79.6419,61.4892,88.7418,235.7232,119.5856,116.9156,179.5795,134.9211,46.0240,78.2695,62.2276,91.0873,224.7427,119.2720,113.1548,169.2664,127.0744,33.1194,43.2711,35.6297,64.7910,103.6899,71.8011,78.6936,91.8035,81.1037,0.043011,0.058507,2
97.9110,97.0485,67.7095,62.6639,146.3619,17.3678,87.7420,207.1712,47.3593,101.5742,110.3816,100.0206,71.8398,143.8875,26.4512,89.4295,202.2764,53.3515,93.0850,99.8170,92.8080,50.4373,71.6385,25.7605,80.7177,113.0703,51.6056,71.8319,70.5423,73.7792,0.061472,0.077570,2
206.3133,189.7524,144.1829,221.7453,209.1622,210.8485,240.8765,200.7867,198.8942,199.7971,190.9909,184.9430,215.6995,202.9347,207.7570,225.3632,162.8743,180.3004,190.8188,159.7336,164.3770,209.2097,200.0506,192.4787,194.7107,58.2479,100.6536,174.9342,68.9053,103.8057,0.026870,0.060782,2
118.8834,111.4661,78.0210,53.4727,95.7952,63.7760,61.1824,210.1045,140.1061,148.9938,155.9096,139.3704,55.8211,87.5733,53.1909,64.0992,174.5627,132.6459,150.3578,145.3992,138.6896,42.1127,38.5627,27.4075,67.0738,10.5643,108.9219,159.4832,103.9939,144.5301,0.037653,0.041875,2
114.0556,107.8049,92.3170,217.4518,156.0346,113.3964,133.0515,93.0736,73.9246,149.6968,44.8475,49.0423,212.2016,143.6436,106.1605,129.5960,80.7554,64.9790,149.2231,42.5588,45.1902,198.1161,112.7858,88.6168,120.9661,48.9220,41.8885,148.2899,37.4926,37.9292,0.021790,0.055481,2
170.9520,152.5276,62.0426,180.2230,78.3464,107.2069,250.0833,239.4672,172.1348,191.1969,183.8309,137.5272,167.4292,64.8007,86.2961,226.5928,193.6956,135.9054,192.7325,172.5096,134.5084,124.3974,48.7721,20.0121,120.4987,13.9664,4.9842,118.9069,50.6741,58.5407,0.023649,0.044252,2
110.0836,107.8185,80.1226,115.7833,160.5801,144.0722,107.8378,123.6047,131.1780,73.9262,76.5773,58.4254,124.1152,166.1706,138.1021,124.4807,109.6874,102.6215,74.9102,75.3052,56.9138,85.5296,88.4468,61.5701,99.7422,92.3496,71.1933,80.3351,81.3677,60.8151,0.043415,0.064868,2
114.7551,105.8970,73.0527,141.5130,124.5808,105.1394,162.4258,196.1930,157.3830,51.5690,41.7348,52.4068,139.4491,120.7969,100.7753,148.7577,163.9222,138.7038,50.5956,40.2676,50.0863,127.0813,97.8781,81.8032,98.1165,47.1719,66.2175,45.9840,42.9055,51.0099,0.055185,0.063966,2
102.8829,133.3763,121.3797,121.8970,90.2314,104.0168,185.6750,44.7870,71.0279,173.8172,61.0540,75.7429,144.0319,137.6168,148.1905,160.5457,96.8387,127.7108,157.2577,103.4425,125.5752,112.7635,158.2010,165.8794,35.7021,121.9797,153.7959,60.7757,128.1438,153.1108,0.036520,0.059877,2
99.7358,123.8879,128.8625,112.3248,62.5295,166.7042,83.7061,92.4257,165.3101,55.1747,60.7762,98.0308,128.5054,112.6463,176.3915,110.4241,143.8005,176.5770,77.1020,74.6143,114.1886,136.3511,108.7120,187.8984,116.4029,135.9287,188.8785,85.1506,75.0696,124.7215,0.038570,0.050321,2
158.0368,150.4390,123.5432,198.2543,164.5568,191.6771,187.4538,75.8421,166.4499,179.1676,64.3541,195.7856,175.7062,163.9360,181.5136,167.8414,99.2144,168.4451,158.0335,62.9043,177.0269,142.4476,138.9392,146.7256,137.7370,78.5640,138.5565,126.6441,56.1861,146.5717,0.063063,0.076336,2
94.8042,123.8454,69.1666,105.9084,128.4373,130.0906,97.5927,55.2581,98.0333,79.6876,73.7960,86.0149,113.9482,147.8024,136.6634,121.4576,158.3133,123.3848,93.7214,118.3768,100.9157,69.0656,110.7113,92.1810,48.9116,84.8912,56.1403,50.1849,60.1549,51.0232,0.040612,0.043972,2
93.0721,120.6136,79.5660,114.5747,117.1788,92.4637,106.0424,63.6648,107.8923,91.0354,58.2112,87.9123,115.9680,123.9886,94.1867,137.4035,147.0021,125.5781,117.5135,115.9107,107.5392,93.4686,97.5679,73.9856,84.1276,112.7664,63.5011,61.8108,74.8757,54.5224,0.040600,0.046047,2
92.9547,105.3896,110.8300,58.1273,78.5205,119.1067,55.7243,49.0128,159.9600,100.5130,68.2077,146.5600,57.9830,102.2995,114.3349,55.9195,97.3165,173.5149,97.9827,95.6389,152.1259,63.6973,120.2848,105.4565,64.9873,133.8677,152.7016,102.7859,126.7592,125.5829,0.046096,0.074051,2
112.1913,112.0338,104.0675,191.0042,136.6733,110.8702,108.1548,122.3273,115.4362,75.1248,107.0067,43.6273,184.2899,121.9914,95.3879,104.3269,121.6467,114.5232,71.1731,97.0251,98.2559,189.6754,110.9864,82.3175,106.2059,109.4083,83.2654,69.2757,67.1752,119.0038,0.082298,0.083918,2
99.4053,106.3564,119.9510,38.6131,53.2714,87.9783,198.8528,164.6208,190.1879,81.5654,29.6941,48.0044,44.0626,60.7257,90.4970,186.7523,167.3559,190.8640,83.5609,52.0398,79.0512,52.3621,67.8709,86.9627,187.1983,182.4179,200.0640,88.1361,90.1280,121.2310,0.061484,0.078037,2
95.6272,109.9278,109.6812,131.9308,157.7740,101.1048,81.8347,110.2031,73.4127,65.3322,77.9154,63.4391,129.2014,163.8502,96.6803,88.2536,153.5755,79.3054,86.1125,117.0214,76.3888,130.1799,164.7476,97.1797,92.1958,138.2059,81.6571,89.7420,110.1426,84.3150,0.093356,0.082614,2
167.3353,137.9828,139.2298,140.9577,149.1508,147.7035,209.4057,241.2902,165.3692,160.1644,163.6398,128.4497,152.0204,155.8427,161.3680,143.8076,136.2781,163.0497,108.9251,95.9697,124.4611,169.9248,175.9219,181.4618,133.4337,121.9418,162.9682,99.5241,87.2337,120.4611,0.053802,0.072610,2
80.5880,83.1200,85.1277,108.4585,74.6081,65.1185,146.6672,106.6798,70.4220,75.0060,54.5469,24.9630,87.7335,50.2756,63.2094,123.1449,105.7109,82.2311,89.5405,91.8259,55.0894,71.4312,23.6395,61.1193,107.6031,108.1585,104.7600,95.9950,113.1259,80.5790,0.080728,0.064264,2
99.6264,132.2334,164.6489,39.4901,54.1733,76.4351,108.2568,114.7664,121.1005,124.5470,119.4451,135.5091,127.5761,135.3486,145.8560,135.0111,126.0520,131.2283,128.6135,123.6275,136.9568,214.9148,216.2416,218.2999,160.0489,137.2467,137.1005,134.1586,129.1712,137.9568,0.060285,0.073348,2
112.0536,131.8237,140.6115,110.5592,138.4316,120.5322,106.8757,130.3901,132.8411,88.3668,70.8477,110.0828,116.2297,130.7772,101.7734,128.4704,157.8045,166.3887,117.7932,110.5455,156.0079,112.1075,121.5558,86.0748,145.0826,178.3648,166.3123,146.0261,133.4267,175.1912,0.085783,0.069180,2
99.7714,112.3890,112.2159,138.6101,142.2412,121.0524,94.5801,100.2339,80.7459,72.8998,67.8538,79.8158,163.0641,167.2659,137.5161,114.0469,119.9076,92.9823,73.8528,65.7047,77.3445,157.5354,166.9106,137.5074,116.3998,126.7998,94.5265,72.7393,63.7745,73.8831,0.082501,0.066455,2
100.0364,113.9127,111.5144,92.9095,104.4150,78.5478,130.6156,105.5461,82.0786,115.5227,118.5544,71.8149,104.4381,126.4238,82.7013,143.3455,122.8663,119.2288,122.5432,123.8870,79.4046,111.3318,133.2197,84.6921,144.9024,117.4501,92.1985,123.7965,122.5876,73.3805,0.068949,0.075171,2
59.9287,106.1259,107.8560,110.3263,75.0657,92.6495,19.7835,56.2683,92.5749,18.0277,29.8203,44.4200,104.4418,97.4092,109.1308,50.3169,122.3714,148.3724,82.7835,118.6260,120.6032,43.9067,83.5673,97.8324,67.1692,131.3178,152.1949,114.3867,143.0213,135.9997,0.059477,0.066754,2
87.4417,101.2616,83.6988,80.0270,119.9105,45.6288,158.1251,146.2863,71.0880,68.3194,42.9825,55.1964,90.8361,115.8383,49.7401,167.3187,164.0053,87.2388,94.9064,74.8029,67.3246,59.5361,91.4548,37.1392,141.7951,141.1806,86.5816,77.7597,51.7462,66.4691,0.053135,0.063423,2
131.7997,122.7899,135.8743,144.9767,172.6761,149.8538,114.4314,184.3227,167.6102,59.6602,73.7922,117.8562,129.9801,143.5583,143.5081,115.0157,131.8599,155.8104,78.5636,81.3055,124.9103,139.3369,155.6829,148.4405,135.2361,149.2824,166.2347,100.2113,107.9738,120.0322,0.069366,0.067140,2
101.7455,106.2303,103.4924,78.5162,71.7397,37.9347,135.9797,153.5029,177.7770,59.3255,87.2861,111.5889,86.8364,78.8481,41.8007,139.0043,156.4759,180.0922,65.3400,92.1301,113.6769,79.7291,63.8393,37.0198,138.1377,158.4846,180.4755,65.6928,90.8890,114.9350,0.083022,0.082526,2
130.3965,129.8305,126.5011,117.6271,149.0129,136.1750,105.9752,153.7711,134.0086,131.9889,137.8644,107.3003,112.2751,144.0489,123.0306,105.6022,161.2308,131.0638,136.8467,143.0089,111.2321,99.6432,131.9501,83.2021,106.3594,172.8121,129.1245,146.8257,148.0556,119.6749,0.074387,0.064269,2
62.8784,91.0118,89.1624,74.6136,76.7448,55.3698,48.8497,104.3756,47.6200,59.5898,65.1244,33.5432,87.3549,90.4381,81.3806,72.2841,143.7352,68.2337,99.8504,110.7111,64.9378,56.2494,71.7797,74.1578,77.3057,150.2270,69.4022,107.9482,122.6708,72.3743,0.070491,0.065237,2
137.1838,139.5430,139.0696,176.7676,156.2427,134.1392,194.9814,147.4187,123.1269,126.2005,102.0709,74.8584,158.0503,150.9363,123.3192,193.8927,164.4891,137.1512,133.2533,106.9307,88.7517,150.9076,136.0011,96.9509,189.2668,183.5629,143.7867,129.4276,108.3787,114.0432,0.061393,0.073824,2
104.9851,106.6570,101.7783,130.1721,158.7578,128.0117,101.8594,128.4070,113.7181,66.8768,69.3330,47.5162,122.6821,143.5114,124.6359,109.2381,128.5390,117.2927,78.6464,79.2905,55.9514,111.8694,134.6514,119.5784,107.3121,120.7584,113.4159,78.2722,76.0381,54.0038,0.063823,0.059764,2
110.3917,123.7197,107.2492,140.8482,139.0705,124.4448,86.5450,132.4676,126.6771,82.0017,81.9581,79.2223,151.8779,131.8393,127.1154,112.3779,140.5738,145.6296,97.7157,104.3072,101.9178,142.3442,126.3430,118.6301,95.7332,118.5295,121.2655,83.3302,82.5244,76.5384,0.093880,0.073911,2
116.4698,117.3459,115.9592,127.7995,94.2737,110.0686,129.6600,115.9664,103.4221,102.4876,189.5379,74.8045,127.4148,91.2792,106.9619,125.7905,121.9651,105.3443,105.0630,197.3251,74.5221,126.9357,85.8280,100.9156,121.1592,123.4096,104.3517,107.2073,199.9288,73.3088,0.086453,0.081093,2
173.5732,192.9799,176.8662,162.8913,195.4543,188.0914,159.5459,185.9736,166.0683,165.6212,168.2685,169.9368,184.9192,208.5973,197.9143,183.3703,210.3157,177.9920,183.6169,197.0277,192.6941,201.8591,182.9651,77.5141,192.3461,195.9675,144.6485,198.2207,200.0739,198.5203,0.045698,0.044966,2
104.3270,106.3973,103.9149,108.1051,119.6336,89.6590,123.6039,125.1634,116.3362,92.7170,88.2187,75.7382,110.3491,126.0563,88.2696,126.5010,131.8611,112.5101,93.4361,90.5859,78.2533,108.0355,122.0040,86.5109,125.7710,129.2635,108.6230,87.5177,90.1789,77.5438,0.103099,0.089129,2
76.6998,82.6285,80.6147,45.4049,94.6601,89.1653,62.5921,109.2298,102.9598,59.4904,67.8378,58.1229,67.0012,121.4179,98.8543,72.8248,109.2303,94.3998,57.1260,65.3113,56.8116,61.9251,118.9804,97.0470,76.5993,102.7947,90.9830,52.0700,66.7811,57.6688,0.066668,0.073448,2
105.2154,148.1406,156.5575,104.5262,106.6416,101.1148,95.8381,115.1793,107.3820,93.4081,112.2200,110.3272,146.5466,141.7532,137.5935,147.2559,157.2256,146.3820,146.5540,155.2493,154.4101,156.4702,146.7812,145.8893,151.1815,163.0248,151.5997,172.3284,161.2880,160.1051,0.070805,0.056654,2
130.1052,106.4856,138.8664,106.7597,115.9113,145.9176,140.3919,130.0029,134.1222,124.0690,137.1069,136.4109,74.2872,76.4633,97.3202,145.8351,155.2841,159.5166,81.7784,89.1198,78.5319,116.4354,120.4667,123.5331,172.6565,191.0128,199.9113,91.8251,119.6967,113.7840,0.042971,0.056102,2
135.2924,140.0752,135.7899,185.9852,120.3738,115.7364,181.3460,162.3130,83.4091,115.2290,125.3391,128.9225,186.5513,155.2148,127.9255,188.1627,169.3643,92.3479,121.1346,122.5064,98.4772,188.7285,172.6946,141.6246,181.8299,156.3784,114.1228,117.6624,111.4926,38.6531,0.056147,0.070878,2
114.6392,126.4777,114.4168,115.2945,157.7370,111.2195,51.3774,149.0358,131.3296,136.4274,98.4625,80.3247,124.1937,161.7316,120.6691,119.2305,156.2766,132.9064,129.8011,100.3758,93.0316,101.5546,143.8669,123.9249,49.6897,145.4020,143.4686,110.1089,94.2610,116.3825,0.050207,0.061699,2
114.8387,126.4897,114.6676,115.3468,157.8084,111.6405,52.3716,149.1064,131.3114,136.3896,98.5370,80.4980,124.2580,161.5701,120.9560,119.3048,156.3099,132.9202,129.7340,100.2899,92.9820,101.7295,144.4837,124.3753,50.3919,145.4691,143.4447,110.3506,94.5032,116.1733,0.050085,0.061593,2
58.6781,96.2883,102.8951,87.7358,16.8166,65.1784,80.4080,47.3406,75.1057,64.0160,41.4291,51.1881,100.5969,107.2606,117.2060,101.4720,101.1109,84.9552,91.9229,94.3035,68.4783,80.9074,125.6782,127.1824,103.9125,108.8108,88.4986,108.4114,109.5802,73.2000,0.063541,0.069015,2
103.9815,123.6673,125.6526,74.1216,104.5458,93.8293,107.3134,127.9543,142.8695,97.7936,96.5667,89.8516,98.2403,129.1761,120.9212,125.8688,145.3507,158.7455,112.5859,113.6339,107.6954,101.7546,131.5625,123.8803,127.1013,146.8930,161.4838,113.2081,115.4533,108.7790,0.044315,0.046538,2
56.4884,97.3093,158.0092,30.0529,54.8596,24.0589,37.3831,75.2264,98.1780,40.9708,63.4489,83.4023,86.7200,88.4192,63.0842,104.8291,116.6744,127.0363,87.3819,92.1764,109.2891,168.2997,152.7979,129.7506,194.6121,173.5595,162.1974,154.6897,136.4793,150.2772,0.057969,0.064138,2
104.9506,136.5363,184.9940,172.0788,187.9341,63.0277,182.4007,113.2123,80.7654,29.3036,34.9847,81.7677,180.7830,187.6077,96.8289,191.5345,173.4207,130.8116,87.9585,92.5365,88.0212,194.4892,201.5862,181.6615,209.4254,231.2627,204.6089,163.9930,156.8299,121.2615,0.038974,0.059900,2
81.8286,81.8286,81.8286,61.0973,118.3520,98.2703,70.3319,108.5139,98.0650,56.5899,67.1726,57.2982,61.0973,118.3520,98.2703,70.3319,108.5139,98.0650,56.5899,67.1726,57.2982,61.0973,118.3520,98.2703,70.3319,108.5139,98.0650,56.5899,67.1726,57.2982,0.069206,0.076004,2
98.7344,146.2509,200.5018,118.1781,187.3675,213.2143,63.6029,101.6575,148.4068,14.3894,10.4109,30.0482,169.9752,199.4943,207.5130,144.1467,157.7493,174.7862,84.8378,84.2238,93.0010,223.2496,222.0751,218.4167,225.6710,217.8339,218.9666,164.8452,156.9607,156.6604,0.037948,0.058836,2
129.7563,143.8533,151.5163,115.1600,96.7245,109.6688,154.2497,156.5957,162.6072,115.6595,114.6925,142.3928,100.9462,84.2685,101.0675,178.4838,179.8992,188.1664,146.1054,143.6749,171.9877,80.9392,71.0549,90.0317,195.2670,196.1829,204.8621,167.0365,165.6136,192.5080,0.060423,0.059686,2
68.1926,74.0015,73.6674,49.3708,71.1493,97.2119,52.3049,85.3365,90.6264,49.0541,53.9801,63.9811,64.3889,81.0773,106.9435,65.0838,76.2890,102.2982,42.3767,56.5760,70.3110,84.9872,69.6601,92.7983,67.8853,77.4136,110.3993,43.5056,51.7118,64.3171,0.067499,0.068565,2
122.1615,119.7469,118.7359,152.2047,160.9377,153.4880,120.6757,118.2630,144.5828,77.6853,97.5794,73.8245,143.4219,148.1493,124.2456,133.3816,136.7166,129.3137,77.9971,104.0133,80.4240,140.0585,135.0337,93.1612,154.2199,157.1697,118.0286,81.5197,106.7876,82.9055,0.074117,0.067815,2
